iteration,PINN__seed1__loss,PINN__seed2__loss,PINN__seed3__loss,PINN__seed10__loss,PINN__seed42__loss,PINN__seed68__loss,PINN__seed79__loss,PINN__seed88__loss,PINN__seed203__loss,PINN__seed3407__loss,PINN-RAR__seed1__loss,PINN-RAR__seed2__loss,PINN-RAR__seed3__loss,PINN-RAR__seed10__loss,PINN-RAR__seed42__loss,PINN-RAR__seed68__loss,PINN-RAR__seed79__loss,PINN-RAR__seed88__loss,PINN-RAR__seed203__loss,PINN-RAR__seed3407__loss,QPINN__seed1__loss,QPINN__seed2__loss,QPINN__seed3__loss,QPINN__seed10__loss,QPINN__seed42__loss,QPINN__seed68__loss,QPINN__seed79__loss,QPINN__seed88__loss,QPINN__seed203__loss,QPINN__seed3407__loss,QPINN-RAR__seed1__loss,QPINN-RAR__seed2__loss,QPINN-RAR__seed3__loss,QPINN-RAR__seed10__loss,QPINN-RAR__seed42__loss,QPINN-RAR__seed68__loss,QPINN-RAR__seed79__loss,QPINN-RAR__seed88__loss,QPINN-RAR__seed203__loss,QPINN-RAR__seed3407__loss
16000,,3.119379e-06,,3.976356e-06,6.154463e-06,,,,3.636075e-06,1.205703e-06,2.256478e-06,,,,,1.022311e-06,,,2.18536e-06,1.0845e-06,,2.217115e-05,,4.391337e-06,,9.050439e-06,8.612737e-06,,,1.001618e-05,2.792827e-06,8.633944e-06,5.388777e-06,5.234787e-06,4.21085e-06,1.314363e-05,,9.073691e-06,8.397214e-06,3.590856e-06
16100,,3.04852e-06,,3.862581e-06,5.971394e-06,,,,3.52347e-06,1.182658e-06,,,,,,9.992266e-07,,,2.124687e-06,1.053356e-06,,2.149764e-05,,4.245456e-06,,8.807351e-06,8.350129e-06,,,9.759377e-06,2.692461e-06,8.446976e-06,5.269175e-06,5.112953e-06,4.142621e-06,1.283789e-05,,8.923987e-06,8.181722e-06,3.488936e-06
16200,,2.961849e-06,,3.73292e-06,,,,,3.423158e-06,,,,,,,9.689315e-07,,,2.056218e-06,1.019594e-06,,2.092918e-05,,4.068245e-06,,8.621422e-06,8.055576e-06,,,9.50213e-06,2.590857e-06,8.279825e-06,5.158161e-06,4.987324e-06,4.082456e-06,1.247131e-05,,,7.998345e-06,3.422627e-06
16300,,2.883661e-06,,3.656107e-06,,,,,3.34371e-06,,,,,,,9.421238e-07,,,1.99313e-06,9.896244e-07,,2.018236e-05,,3.987793e-06,,8.39337e-06,,,,9.261605e-06,2.482009e-06,8.095938e-06,5.024441e-06,4.839354e-06,3.988062e-06,1.201869e-05,,,7.835435e-06,3.343308e-06
16400,,2.811724e-06,,3.587895e-06,,,,,3.222802e-06,,,,,,,9.22023e-07,,,1.946372e-06,9.595241e-07,,1.962489e-05,,3.921588e-06,,8.202032e-06,,,,8.993807e-06,2.402725e-06,7.89489e-06,4.879212e-06,4.726917e-06,3.884004e-06,1.161829e-05,,,7.641028e-06,3.286838e-06
16500,,2.729865e-06,,,,,,,3.107126e-06,,,,,,,9.002735e-07,,,1.889969e-06,9.352511e-07,,1.914628e-05,,3.834724e-06,,8.057296e-06,,,,8.71532e-06,,7.689086e-06,4.764212e-06,4.622402e-06,3.810055e-06,1.132012e-05,,,7.428001e-06,3.215288e-06
16600,,2.63151e-06,,,,,,,2.980288e-06,,,,,,,8.757789e-07,,,1.833857e-06,,,1.880344e-05,,3.727615e-06,,7.919964e-06,,,,8.466604e-06,,7.496032e-06,4.659099e-06,4.519553e-06,3.715074e-06,,,,7.247188e-06,3.134315e-06
16700,,2.566075e-06,,,,,,,2.892781e-06,,,,,,,8.512109e-07,,,,,,1.840052e-05,,3.609076e-06,,7.772154e-06,,,,8.124844e-06,,7.306681e-06,4.527808e-06,4.422683e-06,3.655538e-06,,,,,3.070299e-06
16800,,2.498556e-06,,,,,,,2.809906e-06,,,,,,,8.315845e-07,,,,,,1.793044e-05,,3.503016e-06,,7.590272e-06,,,,7.888683e-06,,7.143485e-06,4.43191e-06,4.313338e-06,,,,,,2.992033e-06
16900,,2.424908e-06,,,,,,,2.734737e-06,,,,,,,8.15111e-07,,,,,,1.75233e-05,,3.40653e-06,,7.445053e-06,,,,7.646231e-06,,7.017105e-06,4.338771e-06,4.194918e-06,,,,,,
17000,,2.365188e-06,,,,,,,2.63255e-06,,,,,,,8.011569e-07,,,,,,1.724672e-05,,3.316783e-06,,7.290919e-06,,,,7.396726e-06,,6.877903e-06,4.25545e-06,4.106188e-06,,,,,,
17100,,2.3043e-06,,,,,,,2.542979e-06,,,,,,,,,,,,,1.700252e-05,,,,7.188394e-06,,,,7.185805e-06,,6.751206e-06,4.179292e-06,4.022622e-06,,,,,,
17200,,2.255034e-06,,,,,,,2.426616e-06,,,,,,,,,,,,,1.661037e-05,,,,7.050753e-06,,,,6.981793e-06,,6.607391e-06,4.089008e-06,3.923797e-06,,,,,,
17300,,2.205289e-06,,,,,,,2.340448e-06,,,,,,,,,,,,,1.630984e-05,,,,,,,,6.751774e-06,,6.474209e-06,4.025816e-06,3.844433e-06,,,,,,
17400,,,,,,,,,2.261101e-06,,,,,,,,,,,,,,,,,,,,,6.432648e-06,,6.320277e-06,3.954264e-06,3.775764e-06,,,,,,
17500,,,,,,,,,2.204708e-06,,,,,,,,,,,,,,,,,,,,,6.23127e-06,,6.180476e-06,3.893986e-06,3.714018e-06,,,,,,
17600,,,,,,,,,2.127876e-06,,,,,,,,,,,,,,,,,,,,,6.074084e-06,,6.061312e-06,3.81207e-06,3.656033e-06,,,,,,
17700,,,,,,,,,2.068836e-06,,,,,,,,,,,,,,,,,,,,,,,5.939903e-06,3.750661e-06,,,,,,,
17800,,,,,,,,,2.017855e-06,,,,,,,,,,,,,,,,,,,,,,,5.839043e-06,3.679866e-06,,,,,,,
17900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.607471e-06,,,,,,,
18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.519875e-06,,,,,,,
18100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.457475e-06,,,,,,,
18200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.395751e-06,,,,,,,
18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.332808e-06,,,,,,,
18400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.263318e-06,,,,,,,
18500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.205972e-06,,,,,,,
18514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.205972e-06,,,,,,,
