iteration,DV__seed1__loss,DV__seed1__rel_l2_error,DV__seed2__loss,DV__seed2__rel_l2_error,DV__seed3__loss,DV__seed3__rel_l2_error,DV__seed10__loss,DV__seed10__rel_l2_error,DV__seed42__loss,DV__seed42__rel_l2_error,DV__seed68__loss,DV__seed68__rel_l2_error,DV__seed79__loss,DV__seed79__rel_l2_error,DV__seed88__loss,DV__seed88__rel_l2_error,DV__seed203__loss,DV__seed203__rel_l2_error,DV__seed3407__loss,DV__seed3407__rel_l2_error,PINN__seed1__loss,PINN__seed1__rel_l2_error,PINN__seed2__loss,PINN__seed2__rel_l2_error,PINN__seed3__loss,PINN__seed3__rel_l2_error,PINN__seed10__loss,PINN__seed10__rel_l2_error,PINN__seed42__loss,PINN__seed42__rel_l2_error,PINN__seed68__loss,PINN__seed68__rel_l2_error,PINN__seed79__loss,PINN__seed79__rel_l2_error,PINN__seed88__loss,PINN__seed88__rel_l2_error,PINN__seed203__loss,PINN__seed203__rel_l2_error,PINN__seed3407__loss,PINN__seed3407__rel_l2_error,pinn-rar-s__seed1__loss,pinn-rar-s__seed1__rel_l2_error,pinn-rar-s__seed2__loss,pinn-rar-s__seed2__rel_l2_error,pinn-rar-s__seed3__loss,pinn-rar-s__seed3__rel_l2_error,pinn-rar-s__seed10__loss,pinn-rar-s__seed10__rel_l2_error,pinn-rar-s__seed42__loss,pinn-rar-s__seed42__rel_l2_error,pinn-rar-s__seed68__loss,pinn-rar-s__seed68__rel_l2_error,pinn-rar-s__seed79__loss,pinn-rar-s__seed79__rel_l2_error,pinn-rar-s__seed88__loss,pinn-rar-s__seed88__rel_l2_error,pinn-rar-s__seed203__loss,pinn-rar-s__seed203__rel_l2_error,pinn-rar-s__seed3407__loss,pinn-rar-s__seed3407__rel_l2_error
14800,4.33626e-06,0.01138701,1.17005e-05,0.02825829,7.751803e-06,0.02227009,7.411038e-06,0.01213465,5.956885e-06,0.02253732,1.981257e-05,0.02505382,7.171989e-06,0.01540848,1.264455e-05,0.02417381,1.158193e-05,0.02292401,4.853482e-06,0.01519464,3.477481e-06,0.02473894,4.47702e-06,0.02868544,3.264236e-06,0.02482042,5.307077e-06,0.03927752,8.536112e-06,0.06120424,2.212599e-06,0.01462985,3.061002e-06,0.03451053,,,5.377974e-06,0.02805298,1.711676e-06,0.02906169,3.259035e-06,0.02009569,5.165682e-06,0.01677307,2.625605e-06,0.0241371,3.999674e-06,0.0161412,7.360285e-06,0.03011387,1.56126e-06,0.01368139,3.527165e-06,0.02439501,1.602051e-06,0.01980108,3.408411e-06,0.02098962,1.619257e-06,0.02971023
14900,4.23146e-06,0.01140019,1.133581e-05,0.03040992,7.503415e-06,0.02241485,7.134221e-06,0.01178898,5.756659e-06,0.0240778,1.925034e-05,0.02431111,6.870291e-06,0.01454432,1.24084e-05,0.02343363,1.123687e-05,0.02225999,4.739818e-06,0.01462488,3.371037e-06,0.02368788,4.296764e-06,0.02703633,3.164918e-06,0.02461336,5.20255e-06,0.03841019,8.270512e-06,0.06023215,2.137831e-06,0.01388938,2.959604e-06,0.03623984,,,5.209248e-06,0.02845092,1.658868e-06,0.0298732,3.166273e-06,0.02046875,4.950987e-06,0.0161418,2.538066e-06,0.02314659,3.898644e-06,0.01630926,7.100023e-06,0.02998809,1.507822e-06,0.01358627,3.431525e-06,0.02448863,1.534251e-06,0.01945432,3.260286e-06,0.02070622,1.556508e-06,0.02851632
15000,4.113117e-06,0.01183972,1.097738e-05,0.02913781,7.254137e-06,0.02188694,6.821494e-06,0.01105087,5.563414e-06,0.02434339,1.859399e-05,0.02424306,6.564916e-06,0.01292977,1.205577e-05,0.02275642,1.082791e-05,0.02264586,4.616635e-06,0.01451781,3.234481e-06,0.02582308,4.139843e-06,0.02679176,3.057239e-06,0.02413316,5.109641e-06,0.03700349,8.025875e-06,0.05808675,2.073126e-06,0.01359283,2.874592e-06,0.03387696,,,5.052342e-06,0.02650696,1.609384e-06,0.02851463,3.060427e-06,0.0214601,4.758063e-06,0.01607424,2.453454e-06,0.02345116,3.805925e-06,0.0152684,6.874083e-06,0.02859637,1.460672e-06,0.01423108,3.336577e-06,0.02571151,1.470606e-06,0.01787799,3.101809e-06,0.02052511,1.488541e-06,0.02945582
15100,4.015846e-06,0.01129005,1.066682e-05,0.03048262,6.990879e-06,0.02334556,6.561331e-06,0.01073034,5.402015e-06,0.02383309,1.774984e-05,0.02301754,6.356806e-06,0.0142286,1.16979e-05,0.02440194,1.052509e-05,0.0218877,4.49909e-06,0.0140551,3.115089e-06,0.02450336,4.017259e-06,0.02785699,2.911429e-06,0.02429663,4.985498e-06,0.03811084,7.818328e-06,0.05997314,2.024613e-06,0.0141113,2.784498e-06,0.03378204,,,4.886951e-06,0.02582805,1.560423e-06,0.02691318,2.98177e-06,0.02027544,4.555055e-06,0.01686716,2.380478e-06,0.02476821,3.699136e-06,0.01499032,6.673964e-06,0.03025231,1.413776e-06,0.01432184,3.246444e-06,0.02491584,1.414031e-06,0.01719056,2.980595e-06,0.02065211,1.438437e-06,0.02803
15200,3.897555e-06,0.01154455,1.043087e-05,0.02875492,6.752203e-06,0.02132341,6.358314e-06,0.01105541,5.275796e-06,0.02518979,1.697371e-05,0.02421786,6.176538e-06,0.01326948,1.136164e-05,0.0233408,1.020183e-05,0.0220428,4.413183e-06,0.01511794,3.035788e-06,0.02412901,3.911468e-06,0.02651294,2.794752e-06,0.02331234,4.859384e-06,0.03536435,7.620137e-06,0.05943099,1.975001e-06,0.0135367,2.708186e-06,0.03386134,,,4.736968e-06,0.02565766,1.510451e-06,0.02782393,2.901873e-06,0.02043476,4.393674e-06,0.0155763,2.28346e-06,0.02237682,3.59441e-06,0.01603136,,,1.360945e-06,0.01422898,3.142397e-06,0.02321395,1.369479e-06,0.01682959,2.85788e-06,0.02031789,1.386889e-06,0.03029095
15300,3.726603e-06,0.01096196,1.02047e-05,0.02941276,6.548179e-06,0.02085793,6.15448e-06,0.01067181,5.138569e-06,0.02263092,1.638506e-05,0.02355842,6.024514e-06,0.01218319,1.103036e-05,0.02376556,9.808326e-06,0.0213935,4.333245e-06,0.01433942,2.956807e-06,0.02339334,3.800452e-06,0.02595303,2.695748e-06,0.0240167,4.732656e-06,0.03658502,7.417633e-06,0.05972778,1.91329e-06,0.0140394,,,,,4.578544e-06,0.02692704,1.466517e-06,0.02819565,2.802025e-06,0.01888961,4.249025e-06,0.0160157,2.195465e-06,0.02161221,3.478618e-06,0.01497253,,,1.318058e-06,0.0138885,3.048156e-06,0.02384951,1.328651e-06,0.01860234,2.744466e-06,0.02191709,1.327832e-06,0.02745554
15400,3.597808e-06,0.01028629,9.955708e-06,0.02935797,6.398024e-06,0.02229281,6.00697e-06,0.01118977,4.990396e-06,0.02296527,1.585666e-05,0.02379747,5.814757e-06,0.01238889,1.061819e-05,0.02390491,9.519652e-06,0.02126124,4.2244e-06,0.01462655,2.88895e-06,0.02418408,3.691782e-06,0.02657757,2.598649e-06,0.02569144,4.604721e-06,0.03711686,7.212e-06,0.06061837,1.868926e-06,0.01361356,,,,,4.422137e-06,0.02464626,1.42635e-06,0.02836883,2.691735e-06,0.01968618,4.122437e-06,0.01611107,2.119766e-06,0.02326578,3.405481e-06,0.01568752,,,1.275358e-06,0.01355655,2.94533e-06,0.02245593,,,2.666525e-06,0.01958539,1.294188e-06,0.02786031
15500,3.484107e-06,0.01115265,9.748123e-06,0.02753556,6.251205e-06,0.02177927,5.877878e-06,0.01071669,4.831546e-06,0.02334523,1.540962e-05,0.02415285,5.570015e-06,0.01587154,1.029215e-05,0.0237806,9.290337e-06,0.02191357,4.116976e-06,0.01413539,,,3.586924e-06,0.02608422,2.49401e-06,0.02439357,4.488152e-06,0.0378312,6.990972e-06,0.05706365,,,,,,,4.278324e-06,0.02645233,1.389502e-06,0.02733654,2.617248e-06,0.01979436,4.003825e-06,0.01557786,2.045926e-06,0.02293402,3.315377e-06,0.01562874,,,1.231402e-06,0.01419513,,,,,2.582902e-06,0.01999803,1.247926e-06,0.02770513
15600,3.338449e-06,0.01036597,9.453869e-06,0.02898977,6.055241e-06,0.02229421,5.741869e-06,0.0104823,4.68503e-06,0.02200726,1.49697e-05,0.02282581,5.355066e-06,0.01309009,1.003651e-05,0.02392308,9.130753e-06,0.02152692,4.016137e-06,0.0139021,,,3.48945e-06,0.0256855,2.41858e-06,0.02375174,4.389911e-06,0.03756827,6.821086e-06,0.05829,,,,,,,4.149902e-06,0.02484632,1.347098e-06,0.02783505,2.534961e-06,0.01938104,3.908051e-06,0.01644053,1.961605e-06,0.02285793,,,,,1.184719e-06,0.01374317,,,,,2.489581e-06,0.02173263,1.209578e-06,0.0264146
15700,3.232605e-06,0.009697141,9.268604e-06,0.02942682,5.84785e-06,0.02094831,5.61695e-06,0.01083511,4.534177e-06,0.02277278,1.440498e-05,0.02264401,5.16488e-06,0.011874,9.832016e-06,0.02420506,8.979307e-06,0.02139141,3.89567e-06,0.01368997,,,3.396427e-06,0.02484981,2.348487e-06,0.02382707,4.290694e-06,0.03565795,6.64361e-06,0.05896124,,,,,,,4.022913e-06,0.02560887,1.305315e-06,0.02844606,2.467938e-06,0.01995977,3.813133e-06,0.01588298,1.900478e-06,0.0217917,,,,,1.145611e-06,0.01354401,,,,,2.404048e-06,0.0216307,1.172014e-06,0.02639206
15800,3.048255e-06,0.00952809,9.042944e-06,0.02969163,5.676648e-06,0.02157344,5.491131e-06,0.01023233,4.429056e-06,0.02388773,1.39801e-05,0.0223183,,,9.623249e-06,0.02316003,8.804069e-06,0.02180671,3.783273e-06,0.01337368,,,3.276352e-06,0.02563535,2.285451e-06,0.02237205,4.182768e-06,0.03525823,6.458421e-06,0.05643246,,,,,,,3.893638e-06,0.0265042,1.276323e-06,0.02842907,2.401042e-06,0.01814865,,,,,,,,,1.093386e-06,0.01276364,,,,,2.320889e-06,0.01995522,1.141104e-06,0.02616911
15900,2.937813e-06,0.009638984,8.820347e-06,0.0277228,5.513616e-06,0.0207005,5.367685e-06,0.0100023,4.313207e-06,0.02233886,1.359085e-05,0.02339684,,,9.328805e-06,0.0239937,8.611914e-06,0.02021802,3.683724e-06,0.01383915,,,3.194052e-06,0.02624882,2.246635e-06,0.02388274,4.070835e-06,0.03689121,6.302416e-06,0.05656496,,,,,,,3.76521e-06,0.02335889,1.240571e-06,0.02815084,2.338546e-06,0.01990874,,,,,,,,,1.05837e-06,0.01318909,,,,,2.246398e-06,0.01988837,1.109004e-06,0.02656878
16000,2.792827e-06,0.009611025,8.633944e-06,0.02988134,5.388777e-06,0.01892672,5.234787e-06,0.0102166,4.21085e-06,0.02363425,1.314363e-05,0.02197392,,,9.073691e-06,0.02372679,8.397214e-06,0.02119891,3.590856e-06,0.01318368,,,3.119379e-06,0.02616237,,,3.976356e-06,0.03686379,6.154463e-06,0.05202007,,,,,,,3.636075e-06,0.02392812,1.205703e-06,0.02681592,2.256478e-06,0.01995059,,,,,,,,,1.022311e-06,0.01284082,,,,,2.18536e-06,0.02298039,1.0845e-06,0.02601078
16100,2.692461e-06,0.009378205,8.446976e-06,0.03045735,5.269175e-06,0.01990053,5.112953e-06,0.009631041,4.142621e-06,0.02297454,1.283789e-05,0.02291405,,,8.923987e-06,0.02247411,8.181722e-06,0.0185897,3.488936e-06,0.01338714,,,3.04852e-06,0.02633042,,,3.862581e-06,0.03544154,5.971394e-06,0.05753149,,,,,,,3.52347e-06,0.02556184,1.182658e-06,0.02643171,,,,,,,,,,,9.992266e-07,0.01323344,,,,,2.124687e-06,0.02023123,1.053356e-06,0.02734881
16200,2.590857e-06,0.008949875,8.279825e-06,0.02863953,5.158161e-06,0.01952834,4.987324e-06,0.009929485,4.082456e-06,0.02300067,1.247131e-05,0.0212829,,,,,7.998345e-06,0.01971436,3.422627e-06,0.01276096,,,2.961849e-06,0.02447526,,,3.73292e-06,0.03560736,,,,,,,,,3.423158e-06,0.02437624,,,,,,,,,,,,,9.689315e-07,0.01271091,,,,,2.056218e-06,0.02068898,1.019594e-06,0.02548102
16300,2.482009e-06,0.008398706,8.095938e-06,0.02894708,5.024441e-06,0.01966955,4.839354e-06,0.01024844,3.988062e-06,0.02288654,1.201869e-05,0.02048963,,,,,7.835435e-06,0.01900551,3.343308e-06,0.0133745,,,2.883661e-06,0.0239607,,,3.656107e-06,0.03336615,,,,,,,,,3.34371e-06,0.02405208,,,,,,,,,,,,,9.421238e-07,0.01277241,,,,,1.99313e-06,0.02004747,9.896244e-07,0.02586976
16400,2.402725e-06,0.008308725,7.89489e-06,0.02922537,4.879212e-06,0.01926178,4.726917e-06,0.009657676,3.884004e-06,0.02268239,1.161829e-05,0.01907817,,,,,7.641028e-06,0.01994869,3.286838e-06,0.01267155,,,2.811724e-06,0.02570049,,,3.587895e-06,0.03572201,,,,,,,,,3.222802e-06,0.0236306,,,,,,,,,,,,,9.22023e-07,0.01278341,,,,,1.946372e-06,0.01984336,9.595241e-07,0.02552648
16500,,,7.689086e-06,0.03001855,4.764212e-06,0.01907986,4.622402e-06,0.009862514,3.810055e-06,0.02120354,1.132012e-05,0.02015124,,,,,7.428001e-06,0.0192868,3.215288e-06,0.01311539,,,2.729865e-06,0.0241537,,,,,,,,,,,,,3.107126e-06,0.02373477,,,,,,,,,,,,,9.002735e-07,0.01260706,,,,,1.889969e-06,0.02080769,9.352511e-07,0.0254032
16600,,,7.496032e-06,0.02876453,4.659099e-06,0.01866282,4.519553e-06,0.009275619,3.715074e-06,0.0215217,,,,,,,7.247188e-06,0.01856393,3.134315e-06,0.01290394,,,2.63151e-06,0.02505643,,,,,,,,,,,,,2.980288e-06,0.02265927,,,,,,,,,,,,,8.757789e-07,0.01320685,,,,,1.833857e-06,0.02052637,,
16700,,,7.306681e-06,0.02834992,4.527808e-06,0.01873894,4.422683e-06,0.009596381,3.655538e-06,0.0201157,,,,,,,,,3.070299e-06,0.01253806,,,2.566075e-06,0.02408286,,,,,,,,,,,,,2.892781e-06,0.02137452,,,,,,,,,,,,,8.512109e-07,0.01314159,,,,,,,,
16800,,,7.143485e-06,0.02738906,4.43191e-06,0.01918243,4.313338e-06,0.009409773,,,,,,,,,,,2.992033e-06,0.01284247,,,2.498556e-06,0.02272559,,,,,,,,,,,,,2.809906e-06,0.02313625,,,,,,,,,,,,,8.315845e-07,0.01292351,,,,,,,,
16900,,,7.017105e-06,0.02800013,4.338771e-06,0.01873236,4.194918e-06,0.009447554,,,,,,,,,,,,,,,2.424908e-06,0.02297723,,,,,,,,,,,,,2.734737e-06,0.02280295,,,,,,,,,,,,,8.15111e-07,0.01213668,,,,,,,,
17000,,,6.877903e-06,0.02989153,4.25545e-06,0.01956999,4.106188e-06,0.00979897,,,,,,,,,,,,,,,2.365188e-06,0.02438625,,,,,,,,,,,,,2.63255e-06,0.0223472,,,,,,,,,,,,,8.011569e-07,0.01326038,,,,,,,,
17100,,,6.751206e-06,0.026778,4.179292e-06,0.01838763,4.022622e-06,0.009592902,,,,,,,,,,,,,,,2.3043e-06,0.02224945,,,,,,,,,,,,,2.542979e-06,0.02170602,,,,,,,,,,,,,,,,,,,,,,
17200,,,6.607391e-06,0.02555277,4.089008e-06,0.01923176,3.923797e-06,0.008731834,,,,,,,,,,,,,,,2.255034e-06,0.02239197,,,,,,,,,,,,,2.426616e-06,0.02034427,,,,,,,,,,,,,,,,,,,,,,
17300,,,6.474209e-06,0.02676686,4.025816e-06,0.01761983,3.844433e-06,0.009023411,,,,,,,,,,,,,,,2.205289e-06,0.02207146,,,,,,,,,,,,,2.340448e-06,0.02118292,,,,,,,,,,,,,,,,,,,,,,
17400,,,6.320277e-06,0.02600287,3.954264e-06,0.01736176,3.775764e-06,0.008852926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.261101e-06,0.02206879,,,,,,,,,,,,,,,,,,,,,,
17500,,,6.180476e-06,0.0289049,3.893986e-06,0.01770601,3.714018e-06,0.008953641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.204708e-06,0.02252508,,,,,,,,,,,,,,,,,,,,,,
17600,,,6.061312e-06,0.02699891,3.81207e-06,0.01760962,3.656033e-06,0.009373587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.127876e-06,0.02159859,,,,,,,,,,,,,,,,,,,,,,
17700,,,5.939903e-06,0.02768857,3.750661e-06,0.01795316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.068836e-06,0.02327029,,,,,,,,,,,,,,,,,,,,,,
17800,,,5.839043e-06,0.02773608,3.679866e-06,0.01698973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.017855e-06,0.0222287,,,,,,,,,,,,,,,,,,,,,,
17900,,,,,3.607471e-06,0.01753446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,,,,,3.519875e-06,0.01825146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18100,,,,,3.457475e-06,0.01694579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18200,,,,,3.395751e-06,0.01700922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18300,,,,,3.332808e-06,0.0169307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18400,,,,,3.263318e-06,0.01707673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18500,,,,,3.205972e-06,0.01667442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
