iteration,DV__seed1__loss,DV__seed1__rel_l2_error,DV__seed2__loss,DV__seed2__rel_l2_error,DV__seed3__loss,DV__seed3__rel_l2_error,DV__seed10__loss,DV__seed10__rel_l2_error,DV__seed42__loss,DV__seed42__rel_l2_error,DV__seed68__loss,DV__seed68__rel_l2_error,DV__seed79__loss,DV__seed79__rel_l2_error,DV__seed88__loss,DV__seed88__rel_l2_error,DV__seed203__loss,DV__seed203__rel_l2_error,DV__seed3407__loss,DV__seed3407__rel_l2_error,PINN__seed1__loss,PINN__seed1__rel_l2_error,PINN__seed2__loss,PINN__seed2__rel_l2_error,PINN__seed3__loss,PINN__seed3__rel_l2_error,PINN__seed10__loss,PINN__seed10__rel_l2_error,PINN__seed42__loss,PINN__seed42__rel_l2_error,PINN__seed68__loss,PINN__seed68__rel_l2_error,PINN__seed79__loss,PINN__seed79__rel_l2_error,PINN__seed88__loss,PINN__seed88__rel_l2_error,PINN__seed203__loss,PINN__seed203__rel_l2_error,PINN__seed3407__loss,PINN__seed3407__rel_l2_error,pinn-rar-s__seed1__loss,pinn-rar-s__seed1__rel_l2_error,pinn-rar-s__seed2__loss,pinn-rar-s__seed2__rel_l2_error,pinn-rar-s__seed3__loss,pinn-rar-s__seed3__rel_l2_error,pinn-rar-s__seed10__loss,pinn-rar-s__seed10__rel_l2_error,pinn-rar-s__seed42__loss,pinn-rar-s__seed42__rel_l2_error,pinn-rar-s__seed68__loss,pinn-rar-s__seed68__rel_l2_error,pinn-rar-s__seed79__loss,pinn-rar-s__seed79__rel_l2_error,pinn-rar-s__seed88__loss,pinn-rar-s__seed88__rel_l2_error,pinn-rar-s__seed203__loss,pinn-rar-s__seed203__rel_l2_error,pinn-rar-s__seed3407__loss,pinn-rar-s__seed3407__rel_l2_error
7800,0.00042,0.14,0.0016,0.18,0.0015,0.15,0.00092,0.1,0.00061,0.11,0.0024,0.11,0.0015,0.16,0.00065,0.11,0.0011,0.17,0.00071,0.18,0.00015,0.11,0.0006,0.12,0.00023,0.086,0.00036,0.11,0.00024,0.14,0.00034,0.091,0.00038,0.11,9.4e-05,0.08,0.00039,0.099,0.00016,0.089,0.00053,0.099,0.00098,0.14,0.00097,0.087,0.00045,0.11,0.00095,0.12,0.00057,0.092,0.00069,0.14,0.0004,0.066,0.00025,0.13,0.00039,0.091
7900,0.0012,0.12,0.0011,0.19,0.0011,0.14,0.0005,0.098,0.00067,0.11,0.0011,0.12,0.00083,0.17,0.00077,0.11,0.001,0.18,0.00093,0.19,0.00021,0.11,0.0003,0.12,0.00017,0.085,0.00034,0.1,0.00022,0.15,0.00044,0.092,0.00032,0.14,0.00013,0.083,0.00018,0.11,0.00012,0.098,0.00055,0.11,0.00078,0.14,0.00072,0.079,0.00055,0.11,0.00096,0.15,0.00056,0.1,0.00037,0.13,0.00025,0.062,0.00045,0.16,0.0003,0.095
8000,0.00078,0.11,0.0012,0.17,0.00095,0.14,0.00074,0.091,0.00077,0.11,0.0025,0.13,0.0011,0.17,0.00085,0.12,0.00079,0.2,0.00095,0.17,0.00033,0.11,0.0004,0.11,0.00029,0.092,0.00023,0.096,0.00042,0.17,0.00027,0.083,0.00032,0.12,0.00011,0.079,0.00014,0.098,0.0001,0.089,0.0007,0.1,0.0014,0.13,0.00093,0.081,0.00045,0.11,0.00072,0.12,0.00063,0.097,0.00089,0.17,0.00031,0.079,0.00034,0.14,0.00061,0.09
8100,0.00067,0.13,0.00092,0.17,0.0019,0.14,0.00064,0.087,0.00084,0.11,0.0011,0.12,0.0011,0.17,0.0013,0.11,0.00082,0.18,0.00099,0.18,0.00024,0.11,0.00044,0.11,0.00014,0.074,0.00026,0.098,0.00044,0.24,0.00012,0.087,0.00016,0.11,0.00015,0.071,0.00032,0.092,0.00014,0.091,0.00033,0.099,0.0015,0.14,0.0013,0.087,0.00046,0.12,0.0014,0.12,0.00075,0.099,0.00086,0.14,0.00071,0.093,0.0012,0.14,0.00071,0.11
8200,0.00096,0.12,0.00056,0.2,0.0011,0.16,0.0017,0.11,0.0009,0.11,0.0015,0.11,0.0014,0.17,0.0013,0.11,0.0011,0.17,0.0012,0.19,0.00021,0.11,0.00056,0.13,0.0004,0.088,0.00034,0.099,0.00025,0.15,0.00032,0.093,0.00017,0.14,0.0001,0.073,0.00041,0.13,0.0001,0.089,0.00063,0.11,0.00099,0.15,0.0008,0.087,0.00049,0.11,0.0011,0.14,0.00063,0.094,0.0012,0.13,0.00046,0.066,0.00074,0.13,0.00053,0.094
8300,0.00072,0.12,0.0026,0.18,0.0021,0.15,0.0017,0.086,0.00074,0.1,0.0019,0.11,0.00091,0.16,0.0013,0.11,0.0012,0.17,0.001,0.19,0.00028,0.11,0.00031,0.11,0.0002,0.081,0.00048,0.11,0.00021,0.15,0.00012,0.085,0.00026,0.11,0.0002,0.086,0.00045,0.093,9.9e-05,0.09,0.00065,0.095,0.0015,0.15,0.0012,0.098,0.00082,0.1,0.00083,0.12,0.00074,0.1,0.00067,0.14,0.00051,0.095,0.00046,0.13,0.0004,0.11
8400,0.00057,0.12,0.00046,0.18,0.00063,0.13,0.00084,0.093,0.00059,0.096,0.0014,0.11,0.00071,0.17,0.00096,0.11,0.0018,0.17,0.0013,0.18,0.00022,0.1,0.00049,0.1,0.00029,0.078,0.00027,0.095,0.0002,0.14,0.0002,0.088,0.00018,0.12,9.9e-05,0.075,0.00022,0.1,0.00013,0.093,0.00076,0.1,0.0014,0.14,0.0011,0.087,0.00053,0.12,0.00081,0.12,0.00091,0.1,0.00065,0.14,0.00045,0.074,0.00034,0.14,0.00055,0.1
8500,0.00047,0.13,0.0015,0.17,0.00097,0.15,0.0008,0.093,0.00056,0.096,0.0012,0.13,0.0011,0.17,0.00046,0.11,0.00088,0.17,0.00061,0.18,0.00018,0.098,0.00048,0.11,0.00019,0.083,0.00027,0.1,0.00023,0.14,0.0002,0.085,0.00015,0.11,0.00015,0.076,0.0003,0.095,5.2e-05,0.086,0.00061,0.095,0.00091,0.14,0.0012,0.15,0.00099,0.11,0.00079,0.11,0.0012,0.093,0.00075,0.13,0.00038,0.07,0.0008,0.12,0.00036,0.096
8600,0.00048,0.12,0.00063,0.18,0.00054,0.14,0.00047,0.091,0.00053,0.099,0.0017,0.11,0.00075,0.16,0.001,0.12,0.00089,0.18,0.00093,0.17,0.00022,0.1,0.00039,0.11,0.00037,0.074,0.00012,0.093,0.00051,0.17,7e-05,0.084,0.00018,0.12,0.00021,0.1,0.00027,0.11,0.00011,0.094,0.00059,0.1,0.0011,0.13,0.00037,0.088,0.00063,0.11,0.00079,0.12,0.00059,0.093,0.0005,0.13,0.00049,0.066,0.00041,0.13,0.00054,0.092
8700,0.00049,0.13,0.0011,0.18,0.00073,0.15,0.0011,0.094,0.00062,0.11,0.0018,0.11,0.00073,0.15,0.0016,0.11,0.00085,0.16,0.001,0.19,0.00021,0.12,0.00038,0.1,0.00035,0.082,0.00034,0.096,0.00045,0.15,0.00022,0.098,0.00021,0.12,0.00012,0.067,0.0002,0.093,0.00015,0.095,0.00041,0.1,0.00081,0.13,0.00097,0.089,0.00041,0.1,0.00089,0.12,0.00086,0.088,0.00078,0.14,0.00035,0.062,0.00062,0.12,0.0011,0.095
8800,0.00062,0.13,0.0011,0.18,0.0011,0.13,0.00053,0.085,0.00042,0.1,0.0017,0.099,0.00079,0.15,0.00094,0.11,0.0011,0.18,0.0013,0.17,0.00023,0.1,0.00059,0.1,0.00013,0.081,0.00033,0.094,0.00026,0.14,0.00015,0.084,0.00039,0.14,6.8e-05,0.078,0.00013,0.087,7.9e-05,0.097,0.0002,0.091,0.001,0.14,0.00089,0.1,0.00063,0.11,0.00088,0.13,0.00039,0.088,0.00053,0.12,0.00043,0.068,0.00042,0.12,0.00043,0.096
8900,0.00056,0.11,0.0015,0.19,0.00068,0.14,0.00099,0.084,0.00054,0.098,0.0012,0.11,0.00078,0.16,0.001,0.12,0.001,0.17,0.0007,0.19,0.00014,0.12,0.00028,0.12,0.0002,0.072,0.00052,0.099,0.00032,0.15,0.00033,0.086,0.0002,0.11,0.00013,0.065,0.00049,0.13,8.4e-05,0.1,0.00031,0.1,0.001,0.13,0.0013,0.083,0.00063,0.12,0.00071,0.13,0.00065,0.09,0.00049,0.15,0.00045,0.062,0.00066,0.12,0.00038,0.1
9000,0.00026,0.13,0.0016,0.16,0.00071,0.14,0.0004,0.091,0.00044,0.1,0.002,0.11,0.00097,0.16,0.00078,0.12,0.00078,0.17,0.00047,0.17,0.00024,0.11,0.00076,0.11,0.00019,0.082,0.00029,0.086,0.00013,0.14,0.00019,0.083,0.00019,0.11,9.4e-05,0.079,0.00032,0.093,7.7e-05,0.1,0.0004,0.095,0.0014,0.13,0.00077,0.078,0.00081,0.1,0.00086,0.15,0.0005,0.11,0.00052,0.13,0.00017,0.068,0.00053,0.14,0.00084,0.098
9100,0.00041,0.11,0.0011,0.16,0.00045,0.14,0.00078,0.09,0.00068,0.11,0.002,0.11,0.0011,0.15,0.0011,0.11,0.00077,0.18,0.00078,0.18,0.00017,0.1,0.00024,0.1,0.0002,0.086,0.00019,0.088,0.00027,0.15,0.00013,0.084,0.00022,0.11,0.00011,0.07,0.00026,0.087,0.0001,0.08,0.00039,0.098,0.0013,0.14,0.00074,0.087,0.00055,0.12,0.00077,0.11,0.00065,0.09,0.00043,0.13,0.00036,0.061,0.0004,0.12,0.00057,0.099
9200,0.00033,0.12,0.0016,0.18,0.0012,0.13,0.00045,0.084,0.00054,0.11,0.0011,0.11,0.00083,0.18,0.0012,0.11,0.0015,0.16,0.0006,0.16,0.00016,0.11,0.00024,0.097,0.0003,0.077,0.00085,0.1,0.00022,0.15,0.00014,0.086,0.00015,0.11,8e-05,0.068,0.00029,0.11,9.6e-05,0.11,0.00043,0.091,0.0016,0.13,0.00072,0.075,0.00037,0.11,0.00076,0.11,0.00039,0.089,0.00044,0.13,0.00025,0.062,0.00049,0.12,0.00026,0.095
9300,0.00057,0.12,0.0022,0.17,0.00066,0.14,0.00068,0.091,0.00056,0.1,0.0022,0.11,0.00055,0.15,0.00072,0.11,0.00082,0.16,0.0011,0.17,0.00016,0.1,0.00021,0.1,0.00023,0.081,0.00018,0.091,0.00024,0.14,0.00011,0.076,0.00031,0.11,9.9e-05,0.069,0.00023,0.09,0.00016,0.098,0.00027,0.088,0.00097,0.14,0.001,0.084,0.0004,0.096,0.00076,0.11,0.00052,0.079,0.00041,0.14,0.00046,0.067,0.00049,0.11,0.00029,0.092
9400,0.00059,0.13,0.00091,0.16,0.00056,0.13,0.00057,0.085,0.00054,0.1,0.00098,0.11,0.00093,0.15,0.001,0.11,0.0011,0.16,0.00094,0.17,0.00017,0.11,0.0005,0.12,0.00021,0.077,0.00038,0.087,0.00062,0.14,0.00011,0.083,0.00018,0.12,7.1e-05,0.074,0.00022,0.093,0.00011,0.1,0.00034,0.085,0.0012,0.13,0.00061,0.082,0.00037,0.097,0.00065,0.11,0.00047,0.078,0.00038,0.12,0.00027,0.057,0.00043,0.13,0.00042,0.095
9500,0.00047,0.12,0.0012,0.15,0.00088,0.14,0.00061,0.077,0.00052,0.097,0.002,0.1,0.00078,0.15,0.00079,0.11,0.002,0.17,0.00099,0.18,0.00014,0.09,0.00038,0.091,0.0002,0.078,0.00016,0.08,0.00038,0.14,0.00018,0.083,0.00018,0.13,7.9e-05,0.071,9.9e-05,0.091,7.9e-05,0.099,0.00021,0.093,0.00087,0.12,0.00046,0.093,0.00059,0.099,0.00054,0.14,0.00058,0.084,0.00055,0.13,0.00039,0.065,0.00035,0.12,0.00044,0.095
9600,0.00041,0.11,0.0013,0.15,0.0012,0.14,0.0014,0.081,0.00073,0.094,0.0019,0.11,0.0016,0.15,0.00073,0.11,0.00086,0.17,0.00095,0.17,0.00013,0.098,0.00021,0.1,0.00019,0.087,0.00028,0.12,0.00017,0.16,0.00019,0.072,0.00019,0.11,7.9e-05,0.071,0.00012,0.093,9e-05,0.088,0.00024,0.091,0.00075,0.13,0.00058,0.081,0.00038,0.099,0.00061,0.11,0.00043,0.083,0.00072,0.12,0.00047,0.064,0.00045,0.14,0.00035,0.097
9700,0.00058,0.12,0.0011,0.16,0.0012,0.13,0.00037,0.084,0.00054,0.089,0.0016,0.11,0.00051,0.15,0.0013,0.12,0.001,0.16,0.00079,0.18,0.00018,0.098,0.00024,0.093,0.00018,0.077,0.00052,0.091,0.00023,0.13,0.00018,0.11,0.00013,0.11,0.00018,0.099,0.00011,0.086,7.7e-05,0.084,0.00044,0.11,0.0011,0.12,0.00091,0.073,0.00032,0.088,0.00058,0.12,0.00041,0.082,0.00033,0.13,0.0003,0.064,0.00052,0.12,0.00061,0.09
9800,0.00038,0.11,0.00091,0.18,0.0012,0.13,0.0011,0.081,0.00042,0.089,0.00091,0.17,0.00066,0.15,0.00075,0.11,0.0015,0.16,0.00054,0.16,0.00019,0.099,0.00023,0.091,0.0003,0.11,0.00021,0.088,0.00021,0.16,0.00028,0.085,8.4e-05,0.11,8.7e-05,0.068,0.00014,0.087,9.6e-05,0.084,0.00032,0.1,0.00079,0.12,0.00052,0.081,0.00048,0.091,0.00076,0.13,0.00062,0.088,0.0004,0.14,0.0006,0.068,0.00033,0.12,0.00035,0.084
9900,0.00078,0.1,0.0007,0.17,0.002,0.13,0.0007,0.079,0.00055,0.09,0.0015,0.11,0.00035,0.14,0.001,0.11,0.00078,0.16,0.00079,0.17,0.00015,0.097,0.00028,0.091,0.00025,0.074,0.00016,0.11,0.00049,0.13,0.00014,0.08,0.00016,0.11,0.00015,0.069,0.00017,0.089,3e-05,0.1,0.0003,0.09,0.0012,0.13,0.00056,0.088,0.00019,0.11,0.00084,0.11,0.00044,0.089,0.00044,0.15,0.00034,0.065,0.0002,0.12,0.00022,0.093
10000,0.001588255,,0.003293024,,0.003154919,,0.001073278,,0.00112466,,0.002354894,,0.002284111,,0.001656044,,0.002846834,,0.00285919,,0.0004598841,,0.0006750025,,0.0005352122,,0.0005699256,,0.0009651534,,0.0004329522,,0.0006107487,,0.0002479581,,0.0004278109,,0.0001957235,,0.0007085087,,0.001907744,,0.0007458249,,0.001045679,,0.001151269,,0.0007665821,,0.0009793434,,0.0008098013,,0.0008033343,,0.0008450834,
10100,0.0006282477,0.06837567,0.001635146,0.1081216,0.0009345326,0.08104427,0.0005696637,0.05430404,0.0004274453,0.0684493,0.001144059,0.09099611,0.001204578,0.1227424,0.000853074,0.1018377,0.001363823,0.1309791,0.0008991635,0.1052189,0.0001727105,0.07504298,0.00024179,0.07280056,0.0001976522,0.05814187,0.0002541145,0.07323309,0.0003831164,0.120634,0.0001826704,0.05411636,0.0003455104,0.07985818,0.0001098051,0.05268313,0.0001924422,0.06367169,0.0001021905,0.06782208,0.0002631347,0.06351967,0.0006436449,0.07630662,0.0002637948,0.04976513,0.0004001455,0.06573125,0.000487123,0.07035592,0.000260241,0.057358,0.0004949257,0.08790332,0.0001864053,0.04870314,0.0003290691,0.07562755,0.0002029814,0.0670555
10200,0.0003616879,0.05664888,0.0008015463,0.07269903,0.0004728331,0.06142903,0.0003963213,0.04600077,0.000225345,0.05144501,0.0007787519,0.07848574,0.0008506512,0.1135968,0.0005817224,0.08713934,0.0006929087,0.0907511,0.0004387737,0.08867516,0.0001242911,0.06517021,0.0001562761,0.06713321,0.0001299595,0.049268,0.0001534169,0.06410347,0.0002689971,0.1235015,0.0001205004,0.0504986,0.0002333775,0.06926386,6.628707e-05,0.03860664,0.0001354089,0.05927488,6.926042e-05,0.05949164,0.0001561645,0.05802849,0.0002950125,0.05246802,0.0001378257,0.04244568,0.0002206056,0.05396106,0.000278089,0.05556314,0.0001512219,0.04759771,0.000335588,0.07518822,0.0001061588,0.03756347,0.0001883611,0.05725338,0.0001125637,0.05985774
10300,0.0002373961,0.04890015,0.0004615075,0.06090387,0.0003089271,0.05612688,0.0002495411,0.0414322,0.0001432805,0.04530961,0.0005366758,0.06500309,0.0006038618,0.1006056,0.0004341479,0.07787136,0.0005021198,0.08049154,0.0002630438,0.0689776,9.398376e-05,0.05678462,0.0001107837,0.04934252,9.284008e-05,0.04851332,0.0001105167,0.0668687,0.0001856851,0.109175,8.707583e-05,0.04352043,0.0001587746,0.05947778,4.982995e-05,0.03693933,0.0001023089,0.05796361,5.23059e-05,0.05817584,0.0001138868,0.05830504,0.0001879373,0.04594491,8.151059e-05,0.04011915,0.0001385447,0.04921246,0.0001807631,0.05552306,9.571113e-05,0.0378118,0.000227885,0.06573457,7.163476e-05,0.03388324,0.0001260368,0.04770931,7.780959e-05,0.05037182
10400,0.0001682711,0.04483805,0.000303018,0.05253806,0.0002440191,0.05402983,0.0001564062,0.02942176,0.0001074326,0.04107921,0.0003888693,0.05618045,0.0004485291,0.09977577,0.0003364819,0.0723682,0.0004057819,0.07780308,0.0001910949,0.05617075,7.482982e-05,0.05137963,8.691682e-05,0.0499186,6.698987e-05,0.04706943,8.173825e-05,0.05747001,0.000137105,0.0918213,6.360332e-05,0.03980542,0.0001097539,0.05904759,4.069509e-05,0.03614517,8.348032e-05,0.05385407,4.242145e-05,0.05227052,8.257892e-05,0.05001841,0.0001369497,0.03715022,5.821604e-05,0.03924418,9.988534e-05,0.04349045,0.0001294919,0.05181536,6.580284e-05,0.03042604,0.0001640709,0.0605516,5.324709e-05,0.03379493,9.078064e-05,0.04794953,5.960104e-05,0.04613084
10500,0.0001237258,0.04161622,0.0002305928,0.05253773,0.0001972948,0.05347237,0.0001168594,0.02511758,8.764606e-05,0.03950248,0.0003004005,0.04910832,0.0003535292,0.09109229,0.0002714577,0.06272793,0.0003337456,0.06860128,0.0001500277,0.05292191,6.184474e-05,0.04879789,6.879048e-05,0.04569354,5.001069e-05,0.04533783,6.385531e-05,0.05686761,0.0001077963,0.08459686,4.682868e-05,0.03665181,8.121226e-05,0.05567509,3.402129e-05,0.03321907,7.068322e-05,0.05384775,3.599136e-05,0.05360342,6.487311e-05,0.04550152,0.0001049808,0.03642537,4.680084e-05,0.04131985,7.78583e-05,0.03935597,0.0001047999,0.05436043,4.87349e-05,0.02982157,0.0001309056,0.05568797,4.088175e-05,0.03169914,7.396455e-05,0.0419531,4.742249e-05,0.0438033
10600,9.538961e-05,0.03775444,0.0001926745,0.04734759,0.0001642608,0.05154854,9.422871e-05,0.02351077,7.14004e-05,0.04051775,0.0002494846,0.04437044,0.0002908848,0.08367728,0.0002114855,0.05405907,0.0002845375,0.07041563,0.000119409,0.05294196,5.269633e-05,0.04381818,5.568171e-05,0.04443138,4.080316e-05,0.04238863,5.291395e-05,0.05272753,9.069896e-05,0.07874015,3.541398e-05,0.03446278,6.429187e-05,0.05485816,2.893604e-05,0.03080356,6.252237e-05,0.05165096,3.029201e-05,0.05294573,5.452324e-05,0.04939331,8.209317e-05,0.03169804,3.778869e-05,0.04004642,6.458579e-05,0.03778259,8.990721e-05,0.05362983,3.907407e-05,0.02812432,0.0001053683,0.05261176,3.291812e-05,0.02987069,6.328575e-05,0.04447152,3.975865e-05,0.04367993
10700,7.701296e-05,0.03412879,0.000158812,0.04374763,0.0001329858,0.04865841,7.94411e-05,0.02290038,6.169711e-05,0.03672932,0.0002142449,0.04559926,0.0002528044,0.0806791,0.0001729651,0.04958052,0.0002387195,0.06517492,0.0001013015,0.05322208,4.497541e-05,0.04294974,4.728395e-05,0.03787223,3.402886e-05,0.04236381,4.483464e-05,0.05375998,7.659477e-05,0.08320109,3.014718e-05,0.0330924,5.207016e-05,0.05304596,2.555317e-05,0.031626,5.649765e-05,0.05104316,2.592126e-05,0.04822182,4.56222e-05,0.04339378,6.771141e-05,0.02992326,3.230028e-05,0.03911413,5.216389e-05,0.0390047,7.98362e-05,0.05231383,3.085872e-05,0.02559231,8.612317e-05,0.05189358,2.780609e-05,0.02963421,5.535916e-05,0.03907527,3.305554e-05,0.04319698
10800,6.685805e-05,0.03134802,0.0001306715,0.04392467,0.0001091137,0.0444648,6.733702e-05,0.02368065,5.368212e-05,0.04115812,0.0001853263,0.04503527,0.0002234605,0.07429493,0.0001447336,0.04900413,0.000202968,0.06482521,8.763312e-05,0.0487974,3.778877e-05,0.04150565,4.072588e-05,0.03791244,2.962809e-05,0.04315444,3.92276e-05,0.05031846,6.757117e-05,0.08096801,2.500624e-05,0.03274013,4.289065e-05,0.05105876,2.229253e-05,0.03116966,5.124628e-05,0.04722245,2.232933e-05,0.0478368,3.73844e-05,0.04481087,5.712057e-05,0.03124468,2.836905e-05,0.03773034,4.454518e-05,0.04021322,6.948082e-05,0.05017573,2.529872e-05,0.02406144,7.051234e-05,0.04709496,2.414215e-05,0.02932824,4.91901e-05,0.04036605,2.806419e-05,0.04272978
10900,5.73972e-05,0.02952224,0.0001097589,0.03938538,9.065151e-05,0.0442909,5.863835e-05,0.02215541,4.71831e-05,0.03846359,0.0001629562,0.04363592,0.0001931526,0.07503871,0.0001215343,0.04555514,0.0001762164,0.05881061,7.378597e-05,0.04189129,3.277208e-05,0.03880993,3.520711e-05,0.03956161,2.628733e-05,0.04193055,3.489328e-05,0.05393851,6.151878e-05,0.07876682,2.148889e-05,0.03337993,3.62166e-05,0.0500542,1.957212e-05,0.03229321,4.63887e-05,0.04566207,1.952987e-05,0.04696711,3.176839e-05,0.04567332,4.809591e-05,0.02835556,2.440993e-05,0.03816081,3.846011e-05,0.03882433,6.068291e-05,0.04406947,2.106553e-05,0.02430906,5.923049e-05,0.04387155,2.143543e-05,0.02749242,4.34668e-05,0.03787779,2.412955e-05,0.04129653
11000,5.020785e-05,0.02817906,9.007613e-05,0.03909745,7.813168e-05,0.04323925,5.159546e-05,0.0217332,4.240949e-05,0.03731335,0.0001462544,0.04408911,0.0001720871,0.0666055,0.0001053061,0.04534953,0.0001578251,0.05551467,6.402588e-05,0.03736861,2.943664e-05,0.03843687,3.143338e-05,0.03925063,2.352901e-05,0.04070015,3.120707e-05,0.04967748,5.533934e-05,0.07708052,1.823178e-05,0.03083028,3.148396e-05,0.05103234,1.735452e-05,0.0307214,4.173279e-05,0.05068058,1.743344e-05,0.04745105,2.736736e-05,0.03971171,4.317011e-05,0.02743753,2.191165e-05,0.03799179,3.348886e-05,0.03676023,5.471739e-05,0.04268561,1.743659e-05,0.02108697,5.100204e-05,0.04195774,1.879274e-05,0.02716409,3.876169e-05,0.0372508,2.113968e-05,0.03990028
11100,4.377968e-05,0.02544025,7.974414e-05,0.03801091,6.991932e-05,0.04320931,4.688229e-05,0.02104854,3.9149e-05,0.03659622,0.0001319874,0.0436563,0.000154729,0.06738355,9.288172e-05,0.04078803,0.0001395176,0.0576377,5.504224e-05,0.03515227,2.664794e-05,0.03676892,2.926094e-05,0.03893989,2.098767e-05,0.03864748,2.805607e-05,0.05033102,5.094822e-05,0.07701793,1.588029e-05,0.03090392,2.701553e-05,0.04980672,1.562582e-05,0.03099608,3.790078e-05,0.04042662,1.557827e-05,0.0462201,2.376985e-05,0.03485478,3.767388e-05,0.02640438,1.972889e-05,0.0364085,2.96025e-05,0.0360906,4.992452e-05,0.04233856,1.468048e-05,0.02033182,4.496262e-05,0.03924448,1.676697e-05,0.02699228,3.501116e-05,0.03933109,1.910088e-05,0.0406561
11200,3.853277e-05,0.02430953,7.265639e-05,0.03827566,6.324593e-05,0.03849466,4.278862e-05,0.02106872,3.645112e-05,0.03680683,0.0001197756,0.04157444,0.0001350717,0.06145553,8.234238e-05,0.03813506,0.0001213291,0.05040349,4.808538e-05,0.03146198,2.41316e-05,0.03647719,2.676609e-05,0.03806648,1.912827e-05,0.03795156,2.541753e-05,0.04909762,4.77473e-05,0.07654143,1.41403e-05,0.02848402,2.338787e-05,0.05044825,1.434874e-05,0.03022159,3.475723e-05,0.04415129,1.415543e-05,0.04635445,2.113604e-05,0.03608267,3.356912e-05,0.02638252,1.829319e-05,0.03429772,2.701023e-05,0.03557994,4.497642e-05,0.04076511,1.283659e-05,0.02016152,3.965501e-05,0.03708206,1.509736e-05,0.02584535,3.113043e-05,0.03452061,1.72771e-05,0.03728673
11300,3.451169e-05,0.02325974,6.519762e-05,0.03618848,5.746558e-05,0.03560735,4.003121e-05,0.02034809,3.416156e-05,0.03328817,0.000108681,0.04053418,0.0001223984,0.06318571,7.324352e-05,0.03479373,0.0001027737,0.04946652,4.216442e-05,0.02928471,2.222888e-05,0.03449983,2.465423e-05,0.03821909,1.763121e-05,0.03928861,2.354262e-05,0.05002347,4.424392e-05,0.08110766,1.284958e-05,0.02955935,2.06301e-05,0.04874103,1.292535e-05,0.03153271,3.172641e-05,0.04427689,1.271153e-05,0.04618842,1.938134e-05,0.03662086,3.070052e-05,0.0263334,1.696744e-05,0.0331485,2.459997e-05,0.03345344,4.124799e-05,0.03807781,1.129941e-05,0.01825663,3.358009e-05,0.03633869,1.35036e-05,0.02572333,2.769199e-05,0.03626325,1.507533e-05,0.03491609
11400,3.097599e-05,0.02196986,5.93676e-05,0.0381648,5.301327e-05,0.04124799,3.711766e-05,0.02009652,3.189212e-05,0.03235636,9.908396e-05,0.03950833,0.0001083222,0.05337757,6.553706e-05,0.03472049,8.950634e-05,0.04640309,3.8456e-05,0.02813162,2.01706e-05,0.03657199,2.285592e-05,0.03675963,1.630446e-05,0.04047608,2.180614e-05,0.04866913,4.149786e-05,0.08219056,1.170617e-05,0.02573675,1.822736e-05,0.04597897,1.177994e-05,0.03062978,2.861232e-05,0.04384668,1.176601e-05,0.04437384,1.800443e-05,0.0352498,2.798368e-05,0.02607853,1.564043e-05,0.03831096,2.243084e-05,0.03470945,3.753897e-05,0.04030934,1.012936e-05,0.01842826,2.961973e-05,0.0346069,1.235467e-05,0.02448728,2.471118e-05,0.03502974,1.330256e-05,0.03276603
11500,2.79475e-05,0.02063415,5.407903e-05,0.03589437,4.878746e-05,0.03809683,3.497791e-05,0.01958259,2.946404e-05,0.03278642,8.928064e-05,0.03966758,9.490976e-05,0.04733191,6.070844e-05,0.03546232,7.964957e-05,0.04746573,3.543398e-05,0.02898797,1.850425e-05,0.03523273,2.120282e-05,0.03628342,1.491711e-05,0.03771236,2.030884e-05,0.04954572,3.838355e-05,0.08587304,1.080282e-05,0.02677669,1.644511e-05,0.046209,1.092089e-05,0.0308106,2.590094e-05,0.03754031,1.083986e-05,0.04228767,1.627092e-05,0.03495955,2.564918e-05,0.0243113,1.439763e-05,0.03296929,2.086503e-05,0.03116583,3.449274e-05,0.03571581,9.192839e-06,0.01818423,2.582373e-05,0.03285678,1.114305e-05,0.02596852,2.273842e-05,0.03525201,1.196034e-05,0.03329419
11600,2.497737e-05,0.02129333,5.002703e-05,0.03643167,4.530233e-05,0.03873299,3.266461e-05,0.01955768,2.783242e-05,0.03162117,8.092468e-05,0.04044046,8.484913e-05,0.04830461,5.639442e-05,0.03388299,7.183463e-05,0.04758994,3.257367e-05,0.02778514,1.71343e-05,0.0354338,1.99716e-05,0.03690291,1.371314e-05,0.03463553,1.893002e-05,0.04772693,3.538541e-05,0.07670423,1.000334e-05,0.02669329,1.505496e-05,0.04848815,1.021849e-05,0.03212366,2.408078e-05,0.03955853,1.012999e-05,0.04289019,1.479456e-05,0.03364265,2.338009e-05,0.02518266,1.332742e-05,0.03369861,1.939692e-05,0.03193026,3.155262e-05,0.03406192,8.337576e-06,0.01834973,2.34219e-05,0.03329325,1.004881e-05,0.0241027,2.102747e-05,0.03603771,1.074352e-05,0.03192881
